date,day,hours,odds_a,odds_b,odds_draw,score_a,score_b,season,team_a,team_b
2015-11-28 19:00:00,Saturday,19:00,2.79,2.77,3.05,2,2,2015/2016,Reims,Rennes
2015-11-28 19:00:00,Saturday,19:00,2.49,2.88,3.33,2,0,2015/2016,Toulouse,Nice
2015-11-28 16:00:00,Saturday,16:00,1.08,34.19,11.76,4,1,2015/2016,Paris SG,Troyes
2015-11-27 19:30:00,Friday,19:30,1.55,6.42,4.09,2,4,2015/2016,Lyon,Montpellier
2015-11-22 20:00:00,Sunday,20:00,2.49,2.98,3.23,0,2,2015/2016,St Etienne,Marseille
2015-11-22 16:00:00,Sunday,16:00,2.43,3.23,3.08,2,2,2015/2016,Rennes,Bordeaux
2015-11-22 13:00:00,Sunday,13:00,2.16,3.84,3.10,1,2,2015/2016,Bastia,GFC Ajaccio
2015-11-22 13:00:00,Sunday,13:00,1.88,4.75,3.23,0,0,2015/2016,Caen,Angers
2015-11-21 19:00:00,Saturday,19:00,2.13,3.64,3.34,2,0,2015/2016,Guingamp,Toulouse
2015-11-21 19:00:00,Saturday,19:00,1.71,5.63,3.58,1,0,2015/2016,Monaco,Nantes
2015-11-21 19:00:00,Saturday,19:00,2.06,3.82,3.30,3,1,2015/2016,Montpellier,Reims
2015-11-21 19:00:00,Saturday,19:00,3.64,2.20,3.14,1,1,2015/2016,Troyes,Lille
2015-11-21 16:00:00,Saturday,16:00,6.82,1.51,4.26,1,2,2015/2016,Lorient,Paris SG
2015-11-20 19:30:00,Friday,19:30,3.85,2.04,3.38,3,0,2015/2016,Nice,Lyon
2015-11-08 20:00:00,Sunday,20:00,2.49,3.09,3.13,3,1,2015/2016,Bordeaux,Monaco
2015-11-08 20:00:00,Sunday,20:00,1.99,3.99,3.41,3,0,2015/2016,Lyon,St Etienne
2015-11-08 16:00:00,Sunday,16:00,1.72,4.84,3.86,0,1,2015/2016,Marseille,Nice
2015-11-07 19:00:00,Saturday,19:00,2.14,3.67,3.25,2,1,2015/2016,Caen,Guingamp
2015-11-07 19:00:00,Saturday,19:00,1.66,6.19,3.53,1,1,2015/2016,Lille,Bastia
2015-11-07 19:00:00,Saturday,19:00,1.62,5.73,3.85,4,1,2015/2016,Lorient,Troyes
2015-11-07 19:00:00,Saturday,19:00,2.38,3.39,3.01,2,1,2015/2016,Montpellier,Nantes
2015-11-07 19:00:00,Saturday,19:00,1.87,4.65,3.34,1,2,2015/2016,Reims,GFC Ajaccio
2015-11-07 16:00:00,Saturday,16:00,1.16,18.31,7.65,5,0,2015/2016,Paris SG,Toulouse
2015-11-06 19:30:00,Friday,19:30,3.06,2.65,2.92,0,2,2015/2016,Angers,Rennes
2015-11-04 17:30:00,Wednesday,17:30,1.98,4.26,3.25,1,2,2015/2016,Nice,Nantes
2015-11-01 20:00:00,Sunday,20:00,3.66,2.14,3.25,0,1,2015/2016,Nantes,Marseille
2015-11-01 16:00:00,Sunday,16:00,1.71,5.57,3.53,1,0,2015/2016,Monaco,Angers
2015-11-01 13:00:00,Sunday,13:00,2.34,3.27,3.17,0,0,2015/2016,Nice,Lille
2015-10-31 19:00:00,Saturday,19:00,2.98,2.56,3.14,1,0,2015/2016,Bastia,Caen
2015-10-31 19:00:00,Saturday,19:00,4.30,1.95,3.30,2,0,2015/2016,GFC Ajaccio,Bordeaux
2015-10-31 19:00:00,Saturday,19:00,2.19,3.46,3.31,2,2,2015/2016,Guingamp,Lorient
2015-10-31 19:00:00,Saturday,19:00,2.12,3.70,3.26,1,1,2015/2016,Toulouse,Montpellier
2015-10-31 19:00:00,Saturday,19:00,5.15,1.71,3.75,0,1,2015/2016,Troyes,Lyon
2015-10-31 16:00:00,Saturday,16:00,1.63,5.80,3.85,3,0,2015/2016,St Etienne,Reims
2015-10-30 19:30:00,Friday,19:30,5.91,1.65,3.68,0,1,2015/2016,Rennes,Paris SG
2015-10-25 20:00:00,Sunday,20:00,1.33,10.08,5.11,4,1,2015/2016,Paris SG,St Etienne
2015-10-25 16:00:00,Sunday,16:00,1.50,7.06,4.15,1,0,2015/2016,Bordeaux,Troyes
2015-10-25 16:00:00,Sunday,16:00,2.65,2.87,3.14,1,2,2015/2016,Lille,Marseille
2015-10-25 13:00:00,Sunday,13:00,3.36,2.29,3.22,0,1,2015/2016,Reims,Monaco
2015-10-24 19:00:00,Saturday,19:00,2.60,3.00,3.04,0,0,2015/2016,Angers,Guingamp
2015-10-24 19:00:00,Saturday,19:00,3.86,2.04,3.39,3,1,2015/2016,GFC Ajaccio,Nice
2015-10-24 19:00:00,Saturday,19:00,1.85,4.71,3.36,2,0,2015/2016,Montpellier,Bastia
2015-10-24 16:00:00,Saturday,16:00,2.49,3.03,3.15,1,1,2015/2016,Lorient,Rennes
2015-10-23 19:30:00,Friday,19:30,1.69,5.31,3.79,3,0,2015/2016,Lyon,Toulouse
2015-10-23 17:30:00,Friday,17:30,1.94,4.43,3.25,0,2,2015/2016,Caen,Nantes
2015-10-18 20:00:00,Sunday,20:00,2.06,3.73,3.40,1,4,2015/2016,Rennes,Nice
2015-10-18 16:00:00,Sunday,16:00,1.69,5.54,3.64,0,0,2015/2016,Bordeaux,Montpellier
2015-10-18 13:00:00,Sunday,13:00,1.51,6.85,4.22,1,1,2015/2016,Marseille,Lorient
2015-10-17 19:00:00,Saturday,19:00,2.59,2.98,3.10,1,1,2015/2016,Guingamp,Lille
2015-10-17 19:00:00,Saturday,19:00,2.01,4.30,3.15,3,0,2015/2016,Nantes,Troyes
2015-10-17 19:00:00,Saturday,19:00,2.65,2.82,3.20,0,1,2015/2016,Reims,Caen
2015-10-17 19:00:00,Saturday,19:00,1.43,9.13,4.20,2,0,2015/2016,St Etienne,GFC Ajaccio
2015-10-17 19:00:00,Saturday,19:00,1.90,4.50,3.36,1,2,2015/2016,Toulouse,Angers
2015-10-17 16:00:00,Saturday,16:00,9.30,1.35,5.10,0,2,2015/2016,Bastia,Paris SG
2015-10-16 19:30:00,Friday,19:30,2.73,2.74,3.18,1,1,2015/2016,Monaco,Lyon
2015-10-04 20:00:00,Sunday,20:00,1.33,10.36,5.11,2,1,2015/2016,Paris SG,Marseille
2015-10-04 16:00:00,Sunday,16:00,2.46,3.08,3.18,1,0,2015/2016,Caen,St Etienne
2015-10-04 16:00:00,Sunday,16:00,2.73,2.75,3.18,3,2,2015/2016,Lorient,Bordeaux
2015-10-04 13:00:00,Sunday,13:00,1.78,4.94,3.54,1,1,2015/2016,Monaco,Rennes
2015-10-03 19:00:00,Saturday,19:00,2.06,4.17,3.10,1,0,2015/2016,Angers,Bastia
2015-10-03 19:00:00,Saturday,19:00,3.24,2.36,3.20,2,2,2015/2016,GFC Ajaccio,Toulouse
2015-10-03 19:00:00,Saturday,19:00,2.77,2.74,3.12,0,1,2015/2016,Troyes,Guingamp
2015-10-03 16:30:00,Saturday,16:30,1.53,6.53,4.14,1,0,2015/2016,Lyon,Reims
2015-10-02 19:30:00,Friday,19:30,2.06,4.05,3.17,2,0,2015/2016,Lille,Montpellier
2015-09-29 17:30:00,Tuesday,17:30,1.83,5.25,3.22,0,1,2015/2016,Lille,Nantes
2015-09-27 20:00:00,Sunday,20:00,1.74,5.17,3.61,1,4,2015/2016,St Etienne,Nice
2015-09-27 16:00:00,Sunday,16:00,3.05,2.52,3.11,3,3,2015/2016,Guingamp,Monaco
2015-09-27 16:00:00,Sunday,16:00,2.14,3.61,3.29,2,1,2015/2016,Montpellier,Lorient
2015-09-27 13:00:00,Sunday,13:00,1.51,7.34,4.04,1,2,2015/2016,Marseille,Angers
2015-09-26 19:00:00,Saturday,19:00,2.89,2.64,3.10,3,0,2015/2016,Bastia,Toulouse
2015-09-26 19:00:00,Saturday,19:00,2.42,3.06,3.24,3,1,2015/2016,Bordeaux,Lyon
2015-09-26 19:00:00,Saturday,19:00,1.80,4.95,3.42,2,0,2015/2016,Caen,GFC Ajaccio
2015-09-26 19:00:00,Saturday,19:00,1.63,5.99,3.75,1,1,2015/2016,Rennes,Troyes
2015-09-26 16:30:00,Saturday,16:30,10.17,1.39,4.41,1,4,2015/2016,Nantes,Paris SG
2015-09-25 19:30:00,Friday,19:30,2.69,2.83,3.07,1,0,2015/2016,Reims,Lille
2015-09-24 17:55:00,Thursday,17:55,3.28,2.40,3.08,2,3,2015/2016,Montpellier,Monaco
2015-09-23 20:00:00,Wednesday,20:00,3.00,2.44,3.30,1,1,2015/2016,Toulouse,Marseille
2015-09-23 18:00:00,Wednesday,18:00,3.37,2.41,2.98,1,1,2015/2016,GFC Ajaccio,Rennes
2015-09-23 18:00:00,Wednesday,18:00,2.19,3.46,3.29,2,0,2015/2016,Lorient,Caen
2015-09-23 18:00:00,Wednesday,18:00,1.42,8.52,4.42,2,0,2015/2016,Lyon,Bastia
2015-09-23 18:00:00,Wednesday,18:00,2.97,2.53,3.16,6,1,2015/2016,Nice,Bordeaux
2015-09-23 18:00:00,Wednesday,18:00,3.61,2.15,3.29,0,1,2015/2016,Troyes,St Etienne
2015-09-22 20:00:00,Tuesday,20:00,1.18,18.95,7.21,3,0,2015/2016,Paris SG,Guingamp
2015-09-22 18:00:00,Tuesday,18:00,2.64,2.95,3.02,0,0,2015/2016,Angers,Reims
2015-09-20 20:00:00,Sunday,20:00,2.05,3.73,3.42,1,1,2015/2016,Marseille,Lyon
2015-09-20 16:00:00,Sunday,16:00,1.60,6.30,3.81,2,3,2015/2016,Monaco,Lorient
2015-09-20 16:00:00,Sunday,16:00,1.77,5.62,3.33,2,0,2015/2016,St Etienne,Nantes
2015-09-20 13:00:00,Sunday,13:00,2.08,3.80,3.31,1,1,2015/2016,Bordeaux,Toulouse
2015-09-19 19:00:00,Saturday,19:00,2.32,3.31,3.12,1,0,2015/2016,Angers,Troyes
2015-09-19 19:00:00,Saturday,19:00,2.57,2.93,3.08,1,3,2015/2016,Bastia,Nice
2015-09-19 19:00:00,Saturday,19:00,2.27,3.37,3.17,2,1,2015/2016,Caen,Montpellier
2015-09-19 19:00:00,Saturday,19:00,1.82,5.04,3.29,2,1,2015/2016,Guingamp,GFC Ajaccio
2015-09-19 16:30:00,Saturday,16:30,7.74,1.45,4.36,1,1,2015/2016,Reims,Paris SG
2015-09-18 19:30:00,Friday,19:30,2.36,3.41,3.00,1,1,2015/2016,Rennes,Lille
2015-09-13 20:00:00,Sunday,20:00,1.50,7.25,4.19,4,1,2015/2016,Marseille,Bastia
2015-09-13 16:00:00,Sunday,16:00,2.64,3.09,2.90,0,2,2015/2016,Nantes,Rennes
2015-09-13 13:00:00,Sunday,13:00,4.28,2.04,3.13,0,1,2015/2016,GFC Ajaccio,Monaco
2015-09-12 19:00:00,Saturday,19:00,1.99,4.29,3.20,3,1,2015/2016,Lorient,Angers
2015-09-12 19:00:00,Saturday,19:00,2.82,2.72,3.10,1,2,2015/2016,Montpellier,St Etienne
2015-09-12 19:00:00,Saturday,19:00,2.26,3.50,3.14,0,1,2015/2016,Nice,Guingamp
2015-09-12 19:00:00,Saturday,19:00,1.97,4.10,3.38,2,2,2015/2016,Toulouse,Reims
2015-09-12 19:00:00,Saturday,19:00,2.37,3.16,3.21,1,3,2015/2016,Troyes,Caen
2015-09-12 16:00:00,Saturday,16:00,1.88,4.61,3.32,0,0,2015/2016,Lyon,Lille
2015-09-11 19:30:00,Friday,19:30,1.26,12.73,5.85,2,2,2015/2016,Paris SG,Bordeaux
2015-08-30 20:00:00,Sunday,20:00,4.48,1.94,3.32,0,3,2015/2016,Monaco,Paris SG
2015-08-30 16:00:00,Sunday,16:00,2.17,3.95,3.00,2,0,2015/2016,Bordeaux,Nantes
2015-08-30 13:00:00,Sunday,13:00,1.68,6.07,3.50,2,1,2015/2016,St Etienne,Bastia
2015-08-29 19:00:00,Saturday,19:00,2.30,3.38,3.15,1,1,2015/2016,Angers,Nice
2015-08-29 19:00:00,Saturday,19:00,1.57,7.10,3.67,1,0,2015/2016,Lille,GFC Ajaccio
2015-08-29 19:00:00,Saturday,19:00,2.26,3.45,3.17,4,1,2015/2016,Reims,Lorient
2015-08-29 19:00:00,Saturday,19:00,2.24,3.46,3.17,3,1,2015/2016,Rennes,Toulouse
2015-08-29 19:00:00,Saturday,19:00,2.51,3.05,3.08,0,0,2015/2016,Troyes,Montpellier
2015-08-29 16:00:00,Saturday,16:00,3.32,2.30,3.19,0,4,2015/2016,Caen,Lyon
2015-08-28 19:30:00,Friday,19:30,4.21,1.96,3.35,2,0,2015/2016,Guingamp,Marseille
2015-08-23 20:00:00,Sunday,20:00,1.61,6.11,3.87,6,0,2015/2016,Marseille,Troyes
2015-08-23 16:00:00,Sunday,16:00,2.46,3.09,3.13,0,1,2015/2016,Lorient,St Etienne
2015-08-23 13:00:00,Sunday,13:00,2.06,4.00,3.23,0,0,2015/2016,Lille,Bordeaux
2015-08-22 19:00:00,Saturday,19:00,2.33,3.56,2.99,3,0,2015/2016,Bastia,Guingamp
2015-08-22 19:00:00,Saturday,19:00,2.52,3.23,2.92,0,2,2015/2016,GFC Ajaccio,Angers
2015-08-22 19:00:00,Saturday,19:00,2.56,3.15,2.96,1,0,2015/2016,Nantes,Reims
2015-08-22 19:00:00,Saturday,19:00,2.24,3.39,3.32,2,1,2015/2016,Nice,Caen
2015-08-22 19:00:00,Saturday,19:00,2.80,2.69,3.19,1,1,2015/2016,Toulouse,Monaco
2015-08-22 16:00:00,Saturday,16:00,1.62,6.27,3.70,1,2,2015/2016,Lyon,Rennes
2015-08-16 20:00:00,Sunday,20:00,1.14,20.79,8.36,2,0,2015/2016,Paris SG,GFC Ajaccio
2015-08-16 16:00:00,Sunday,16:00,1.90,4.55,3.35,1,1,2015/2016,Lorient,Bastia
2015-08-16 13:00:00,Sunday,13:00,3.45,2.19,3.32,1,0,2015/2016,Reims,Marseille
2015-08-15 19:00:00,Saturday,19:00,2.63,3.08,2.91,0,0,2015/2016,Angers,Nantes
2015-08-15 19:00:00,Saturday,19:00,2.43,3.01,3.29,1,0,2015/2016,Caen,Toulouse
2015-08-15 19:00:00,Saturday,19:00,4.24,1.96,3.39,0,1,2015/2016,Guingamp,Lyon
2015-08-15 19:00:00,Saturday,19:00,2.19,3.80,3.05,1,0,2015/2016,Rennes,Montpellier
2015-08-15 19:00:00,Saturday,19:00,2.07,3.87,3.26,3,3,2015/2016,Troyes,Nice
2015-08-15 16:00:00,Saturday,16:00,2.13,3.75,3.19,1,1,2015/2016,St Etienne,Bordeaux
2015-08-14 19:30:00,Friday,19:30,1.63,6.28,3.66,0,0,2015/2016,Monaco,Lille
2015-08-09 20:00:00,Sunday,20:00,1.56,6.43,4.06,0,0,2015/2016,Lyon,Lorient
2015-08-09 16:00:00,Sunday,16:00,1.69,5.40,3.73,1,2,2015/2016,Bordeaux,Reims
2015-08-09 16:00:00,Sunday,16:00,2.70,2.85,3.08,2,1,2015/2016,Toulouse,St Etienne
2015-08-08 20:00:00,Saturday,20:00,2.64,3.00,2.94,2,1,2015/2016,Bastia,Rennes
2015-08-08 20:00:00,Saturday,20:00,1.79,5.26,3.38,0,2,2015/2016,Montpellier,Angers
2015-08-08 20:00:00,Saturday,20:00,2.26,3.66,3.01,1,0,2015/2016,Nantes,Guingamp
2015-08-08 20:00:00,Saturday,20:00,4.23,1.97,3.30,1,2,2015/2016,Nice,Monaco
2015-08-08 20:00:00,Saturday,20:00,1.95,4.27,3.30,0,0,2015/2016,Troyes,GFC Ajaccio
2015-05-23 20:00:00,Saturday,20:00,1.84,4.27,3.66,2,1,2014/2015,Bordeaux,Montpellier
2015-05-23 20:00:00,Saturday,20:00,1.58,5.43,4.31,3,2,2014/2015,Caen,Evian TG
2015-05-23 20:00:00,Saturday,20:00,3.23,2.29,3.30,1,0,2014/2015,Lens,Nantes
2015-05-23 20:00:00,Saturday,20:00,5.99,1.57,4.09,0,1,2014/2015,Lorient,Monaco
2015-05-23 20:00:00,Saturday,20:00,1.21,12.92,6.90,3,0,2014/2015,Marseille,Bastia
2015-05-23 20:00:00,Saturday,20:00,3.11,2.34,3.31,1,4,2014/2015,Metz,Lille
2015-05-23 20:00:00,Saturday,20:00,1.13,18.71,8.82,3,2,2014/2015,Paris SG,Reims
2015-05-23 20:00:00,Saturday,20:00,2.88,2.45,3.39,0,1,2014/2015,Rennes,Lyon
2015-05-23 20:00:00,Saturday,20:00,1.29,11.23,5.47,2,1,2014/2015,St Etienne,Guingamp
2015-05-23 20:00:00,Saturday,20:00,1.77,4.55,3.76,2,3,2014/2015,Toulouse,Nice
2015-05-16 20:00:00,Saturday,20:00,2.38,3.13,3.22,1,1,2014/2015,Bastia,Caen
2015-05-16 20:00:00,Saturday,20:00,4.52,1.81,3.63,1,2,2014/2015,Evian TG,St Etienne
2015-05-16 20:00:00,Saturday,20:00,2.90,2.57,3.18,2,1,2014/2015,Guingamp,Toulouse
2015-05-16 20:00:00,Saturday,20:00,3.48,2.14,3.46,0,4,2014/2015,Lille,Marseille
2015-05-16 20:00:00,Saturday,20:00,1.73,4.87,3.78,1,1,2014/2015,Lyon,Bordeaux
2015-05-16 20:00:00,Saturday,20:00,1.18,19.12,6.90,2,0,2014/2015,Monaco,Metz
2015-05-16 20:00:00,Saturday,20:00,6.07,1.58,4.07,1,2,2014/2015,Montpellier,Paris SG
2015-05-16 20:00:00,Saturday,20:00,2.96,2.56,3.10,1,1,2014/2015,Nantes,Lorient
2015-05-16 20:00:00,Saturday,20:00,1.52,6.51,4.11,2,1,2014/2015,Nice,Lens
2015-05-16 20:00:00,Saturday,20:00,2.05,3.79,3.35,1,0,2014/2015,Reims,Rennes
2015-05-10 20:00:00,Sunday,20:00,2.37,3.18,3.22,2,1,2014/2015,Marseille,Monaco
2015-05-10 16:00:00,Sunday,16:00,1.60,6.07,3.83,5,0,2014/2015,St Etienne,Nice
2015-05-10 13:00:00,Sunday,13:00,4.14,1.91,3.47,0,1,2014/2015,Lens,Montpellier
2015-05-09 19:00:00,Saturday,19:00,1.55,7.11,3.82,2,1,2014/2015,Bordeaux,Nantes
2015-05-09 19:00:00,Saturday,19:00,2.33,3.24,3.19,2,3,2014/2015,Evian TG,Reims
2015-05-09 19:00:00,Saturday,19:00,2.64,2.76,3.24,0,4,2014/2015,Metz,Lorient
2015-05-09 19:00:00,Saturday,19:00,1.97,4.16,3.31,0,1,2014/2015,Rennes,Bastia
2015-05-09 19:00:00,Saturday,19:00,2.57,2.96,3.07,3,2,2014/2015,Toulouse,Lille
2015-05-09 16:00:00,Saturday,16:00,4.63,1.77,3.85,3,0,2014/2015,Caen,Lyon
2015-05-08 19:30:00,Friday,19:30,1.13,21.64,9.05,6,0,2014/2015,Paris SG,Guingamp
2015-05-03 20:00:00,Sunday,20:00,11.07,1.31,5.25,0,2,2014/2015,Nantes,Paris SG
2015-05-03 16:00:00,Sunday,16:00,1.48,7.63,4.10,4,1,2014/2015,Monaco,Toulouse
2015-05-03 13:00:00,Sunday,13:00,1.46,7.80,4.15,3,1,2014/2015,Lille,Lens
2015-05-02 19:00:00,Saturday,19:00,3.12,2.46,3.11,1,0,2014/2015,Bastia,St Etienne
2015-05-02 19:00:00,Saturday,19:00,2.05,3.72,3.43,2,0,2014/2015,Guingamp,Reims
2015-05-02 19:00:00,Saturday,19:00,2.57,2.88,3.20,0,0,2014/2015,Lorient,Bordeaux
2015-05-02 19:00:00,Saturday,19:00,1.88,4.35,3.45,0,0,2014/2015,Montpellier,Rennes
2015-05-02 19:00:00,Saturday,19:00,1.86,4.66,3.37,1,1,2014/2015,Nice,Caen
2015-05-02 16:00:00,Saturday,16:00,1.30,10.67,5.56,2,0,2014/2015,Lyon,Evian TG
2015-05-01 19:30:00,Friday,19:30,4.82,1.72,3.88,0,2,2014/2015,Metz,Marseille
2015-04-28 20:00:00,Tuesday,20:00,1.14,18.01,8.81,3,1,2014/2015,Paris SG,Metz
2015-04-26 20:00:00,Sunday,20:00,5.56,1.63,3.98,2,4,2014/2015,Reims,Lyon
2015-04-26 16:00:00,Sunday,16:00,5.98,1.66,3.65,0,3,2014/2015,Lens,Monaco
2015-04-26 13:00:00,Sunday,13:00,1.80,4.85,3.50,1,0,2014/2015,St Etienne,Montpellier
2015-04-25 19:00:00,Saturday,19:00,1.57,6.12,4.00,1,1,2014/2015,Bordeaux,Metz
2015-04-25 19:00:00,Saturday,19:00,2.27,3.36,3.22,0,2,2014/2015,Caen,Guingamp
2015-04-25 19:00:00,Saturday,19:00,2.42,3.25,3.05,1,2,2014/2015,Evian TG,Bastia
2015-04-25 19:00:00,Saturday,19:00,1.95,4.27,3.30,2,1,2014/2015,Rennes,Nice
2015-04-25 19:00:00,Saturday,19:00,2.08,3.92,3.17,1,1,2014/2015,Toulouse,Nantes
2015-04-25 16:00:00,Saturday,16:00,1.37,9.58,4.65,6,1,2014/2015,Paris SG,Lille
2015-04-24 19:30:00,Friday,19:30,1.34,9.29,5.11,3,5,2014/2015,Marseille,Lorient
2015-04-19 20:00:00,Sunday,20:00,1.90,4.45,3.42,2,2,2014/2015,Lyon,St Etienne
2015-04-19 16:00:00,Sunday,16:00,1.88,4.24,3.54,1,0,2014/2015,Montpellier,Caen
2015-04-19 13:00:00,Sunday,13:00,2.17,3.78,3.10,2,0,2014/2015,Lille,Bordeaux
2015-04-18 19:00:00,Saturday,19:00,2.21,3.49,3.22,1,2,2014/2015,Bastia,Reims
2015-04-18 19:00:00,Saturday,19:00,1.97,4.16,3.33,1,1,2014/2015,Guingamp,Evian TG
2015-04-18 19:00:00,Saturday,19:00,2.10,3.65,3.33,0,1,2014/2015,Lorient,Toulouse
2015-04-18 19:00:00,Saturday,19:00,2.11,3.65,3.32,3,1,2014/2015,Metz,Lens
2015-04-18 19:00:00,Saturday,19:00,1.66,5.82,3.62,1,1,2014/2015,Monaco,Rennes
2015-04-18 16:00:00,Saturday,16:00,6.76,1.55,3.96,1,3,2014/2015,Nice,Paris SG
2015-04-17 19:30:00,Friday,19:30,4.35,1.92,3.40,1,0,2014/2015,Nantes,Marseille
2015-04-15 17:30:00,Wednesday,17:30,1.33,10.44,5.06,2,0,2014/2015,Lyon,Bastia
2015-04-12 20:00:00,Sunday,20:00,2.62,2.73,3.35,1,0,2014/2015,Bordeaux,Marseille
2015-04-12 16:00:00,Sunday,16:00,3.58,2.25,3.07,0,1,2014/2015,Evian TG,Lille
2015-04-12 16:00:00,Sunday,16:00,2.51,2.92,3.24,0,0,2014/2015,Lens,Lorient
2015-04-12 16:00:00,Sunday,16:00,2.19,3.56,3.20,0,1,2014/2015,Reims,Nice
2015-04-12 16:00:00,Sunday,16:00,2.14,3.73,3.19,1,0,2014/2015,Rennes,Guingamp
2015-04-12 16:00:00,Sunday,16:00,2.37,3.15,3.22,1,0,2014/2015,Toulouse,Montpellier
2015-04-12 13:00:00,Sunday,13:00,1.54,7.38,3.79,1,0,2014/2015,St Etienne,Nantes
2015-04-10 19:30:00,Friday,19:30,3.54,2.18,3.27,0,3,2014/2015,Caen,Monaco
2015-04-07 18:00:00,Tuesday,18:00,1.62,6.28,3.75,0,0,2014/2015,Monaco,Montpellier
2015-04-05 20:00:00,Sunday,20:00,3.79,2.06,3.43,2,3,2014/2015,Marseille,Paris SG
2015-04-05 16:00:00,Sunday,16:00,2.25,3.52,3.13,1,2,2014/2015,Nantes,Caen
2015-04-05 13:00:00,Sunday,13:00,1.65,5.73,3.80,2,1,2014/2015,Bordeaux,Lens
2015-04-04 19:00:00,Saturday,19:00,1.75,5.27,3.48,3,1,2014/2015,Lille,Reims
2015-04-04 19:00:00,Saturday,19:00,2.04,3.89,3.31,0,3,2014/2015,Lorient,Rennes
2015-04-04 19:00:00,Saturday,19:00,2.81,2.67,3.14,3,2,2014/2015,Metz,Toulouse
2015-04-04 19:00:00,Saturday,19:00,1.83,4.69,3.47,3,1,2014/2015,Montpellier,Bastia
2015-04-04 19:00:00,Saturday,19:00,2.07,4.04,3.16,2,2,2014/2015,Nice,Evian TG
2015-04-04 16:00:00,Saturday,16:00,3.52,2.16,3.31,1,3,2014/2015,Guingamp,Lyon
2015-04-03 19:30:00,Friday,19:30,1.88,4.89,3.24,1,1,2014/2015,Monaco,St Etienne
2015-03-22 20:00:00,Sunday,20:00,5.48,1.64,3.99,0,4,2014/2015,Lens,Marseille
2015-03-22 16:00:00,Sunday,16:00,4.02,2.03,3.24,1,3,2014/2015,Reims,Monaco
2015-03-22 13:00:00,Sunday,13:00,2.07,4.15,3.08,2,0,2014/2015,St Etienne,Lille
2015-03-21 19:00:00,Saturday,19:00,3.34,2.33,3.11,0,0,2014/2015,Bastia,Guingamp
2015-03-21 19:00:00,Saturday,19:00,2.07,3.70,3.41,0,0,2014/2015,Caen,Metz
2015-03-21 19:00:00,Saturday,19:00,3.10,2.47,3.11,1,0,2014/2015,Evian TG,Montpellier
2015-03-21 19:00:00,Saturday,19:00,2.18,3.83,3.04,0,0,2014/2015,Rennes,Nantes
2015-03-21 19:00:00,Saturday,19:00,2.88,2.64,3.11,2,1,2014/2015,Toulouse,Bordeaux
2015-03-21 15:00:00,Saturday,15:00,1.53,6.82,4.06,1,2,2014/2015,Lyon,Nice
2015-03-20 19:30:00,Friday,19:30,1.22,14.76,6.54,3,1,2014/2015,Paris SG,Lorient
2015-03-15 20:00:00,Sunday,20:00,2.27,3.33,3.29,0,0,2014/2015,Marseille,Lyon
2015-03-15 16:00:00,Sunday,16:00,5.49,1.71,3.55,3,2,2014/2015,Bordeaux,Paris SG
2015-03-15 13:00:00,Sunday,13:00,2.13,4.09,2.98,3,0,2014/2015,Lille,Rennes
2015-03-14 19:00:00,Saturday,19:00,2.68,2.85,3.09,1,0,2014/2015,Lens,Toulouse
2015-03-14 19:00:00,Saturday,19:00,1.85,4.43,3.54,2,1,2014/2015,Lorient,Caen
2015-03-14 19:00:00,Saturday,19:00,1.81,4.70,3.53,3,1,2014/2015,Montpellier,Reims
2015-03-14 19:00:00,Saturday,19:00,2.19,3.81,3.04,2,1,2014/2015,Nantes,Evian TG
2015-03-14 16:00:00,Saturday,16:00,3.75,2.13,3.19,2,3,2014/2015,Metz,St Etienne
2015-03-13 19:30:00,Friday,19:30,1.66,6.03,3.60,3,0,2014/2015,Monaco,Bastia
2015-03-13 19:30:00,Friday,19:30,2.30,3.43,3.10,1,2,2014/2015,Nice,Guingamp
2015-03-08 20:00:00,Sunday,20:00,2.97,2.52,3.20,1,5,2014/2015,Montpellier,Lyon
2015-03-08 16:00:00,Sunday,16:00,2.52,3.11,3.00,0,1,2014/2015,Guingamp,Lille
2015-03-08 13:00:00,Sunday,13:00,1.86,4.53,3.44,2,0,2014/2015,St Etienne,Lorient
2015-03-07 19:00:00,Saturday,19:00,2.32,3.43,3.06,2,1,2014/2015,Bastia,Nice
2015-03-07 19:00:00,Saturday,19:00,2.80,2.67,3.19,1,2,2014/2015,Caen,Bordeaux
2015-03-07 19:00:00,Saturday,19:00,4.31,2.00,3.16,1,3,2014/2015,Evian TG,Monaco
2015-03-07 19:00:00,Saturday,19:00,2.51,3.09,3.04,3,1,2014/2015,Reims,Nantes
2015-03-07 19:00:00,Saturday,19:00,1.81,4.93,3.38,1,0,2014/2015,Rennes,Metz
2015-03-07 16:00:00,Saturday,16:00,1.21,14.67,6.51,4,1,2014/2015,Paris SG,Lens
2015-03-06 19:30:00,Friday,19:30,3.10,2.34,3.34,1,6,2014/2015,Toulouse,Marseille
2015-03-04 18:00:00,Wednesday,18:00,2.79,2.78,3.06,1,0,2014/2015,Evian TG,Lorient
2015-03-01 20:00:00,Sunday,20:00,3.25,2.44,3.05,0,0,2014/2015,Monaco,Paris SG
2015-03-01 16:00:00,Sunday,16:00,2.06,4.09,3.15,2,1,2014/2015,Montpellier,Nice
2015-03-01 13:00:00,Sunday,13:00,2.25,3.55,3.08,1,0,2014/2015,Nantes,Guingamp
