date,day,hours,odds_a,odds_b,odds_draw,score_a,score_b,season,team_a,team_b,outcome_effectif,min_odds,max_odds,good_pred,worst_pred,draw_pred
2017-12-01 19:45:00,Friday,19:45,3.24,2.35,3.25,3,2,2017/2018,Dijon,Bordeaux,HOME,AWAY,DRAW,0,0,1
2017-11-29 20:00:00,Wednesday,20:00,1.04,48.26,18.07,2,0,2017/2018,Paris SG,Troyes,HOME,HOME,AWAY,1,0,0
2017-11-29 18:00:00,Wednesday,18:00,2.13,3.89,3.19,1,2,2017/2018,Angers,Rennes,AWAY,HOME,AWAY,0,1,0
2017-11-29 18:00:00,Wednesday,18:00,2.88,2.75,3.03,0,0,2017/2018,Guingamp,Montpellier,DRAW,AWAY,DRAW,0,1,0
2017-11-29 18:00:00,Wednesday,18:00,1.32,9.65,5.6,1,2,2017/2018,Lyon,Lille,AWAY,HOME,AWAY,0,1,0
2017-11-29 18:00:00,Wednesday,18:00,5.93,1.54,4.41,0,3,2017/2018,Metz,Marseille,AWAY,AWAY,HOME,1,0,0
2017-11-29 18:00:00,Wednesday,18:00,3.63,2.11,3.41,1,0,2017/2018,Nantes,Monaco,HOME,AWAY,HOME,0,1,0
2017-11-29 18:00:00,Wednesday,18:00,2.73,2.85,3.11,1,2,2017/2018,Toulouse,Nice,AWAY,HOME,DRAW,0,0,1
2017-11-28 20:00:00,Tuesday,20:00,1.79,5.09,3.52,3,0,2017/2018,Bordeaux,St Etienne,HOME,HOME,AWAY,1,0,0
2017-11-28 18:00:00,Tuesday,18:00,2.41,3.25,3.15,2,1,2017/2018,Amiens,Dijon,HOME,HOME,AWAY,1,0,0
2017-11-28 18:00:00,Tuesday,18:00,2.02,3.87,3.48,0,0,2017/2018,Strasbourg,Caen,DRAW,HOME,AWAY,0,0,1
2017-11-26 20:00:00,Sunday,20:00,7.14,1.4,5.41,1,2,2017/2018,Monaco,Paris SG,AWAY,AWAY,HOME,1,0,0
2017-11-26 16:00:00,Sunday,16:00,1.42,7.66,4.88,1,0,2017/2018,Marseille,Guingamp,HOME,HOME,AWAY,1,0,0
2017-11-26 14:00:00,Sunday,14:00,3.04,2.32,3.57,0,5,2017/2018,Nice,Lyon,AWAY,AWAY,DRAW,1,0,0
2017-11-25 19:00:00,Saturday,19:00,2.23,3.59,3.2,3,1,2017/2018,Dijon,Toulouse,HOME,HOME,AWAY,1,0,0
2017-11-25 19:00:00,Saturday,19:00,2.82,2.82,3.03,0,2,2017/2018,Metz,Amiens,AWAY,HOME,DRAW,0,0,1
2017-11-25 19:00:00,Saturday,19:00,1.96,4.63,3.21,3,0,2017/2018,Montpellier,Lille,HOME,HOME,AWAY,1,0,0
2017-11-25 19:00:00,Saturday,19:00,3.43,2.28,3.25,1,0,2017/2018,Caen,Bordeaux,HOME,AWAY,HOME,0,1,0
2017-11-25 19:00:00,Saturday,19:00,3.38,2.27,3.27,3,0,2017/2018,Troyes,Angers,HOME,AWAY,HOME,0,1,0
2017-11-25 16:00:00,Saturday,16:00,2.71,3.08,2.88,2,1,2017/2018,Rennes,Nantes,HOME,HOME,AWAY,1,0,0
2017-11-24 19:45:00,Friday,19:45,1.94,4.22,3.48,2,2,2017/2018,St Etienne,Strasbourg,DRAW,HOME,AWAY,0,0,1
2017-11-20 18:00:00,Monday,18:00,2.88,2.66,3.12,3,0,2017/2018,Amiens,Lille,HOME,AWAY,DRAW,0,0,1
2017-11-19 20:00:00,Sunday,20:00,2.27,3.28,3.46,1,1,2017/2018,Bordeaux,Marseille,DRAW,HOME,DRAW,0,1,0
2017-11-19 16:00:00,Sunday,16:00,1.55,6.44,4.18,0,0,2017/2018,Lyon,Montpellier,DRAW,HOME,AWAY,0,0,1
2017-11-19 14:00:00,Sunday,14:00,2.62,2.94,3.14,1,1,2017/2018,Caen,Nice,DRAW,HOME,DRAW,0,1,0
2017-11-18 19:00:00,Saturday,19:00,1.83,4.67,3.56,3,1,2017/2018,Dijon,Troyes,HOME,HOME,AWAY,1,0,0
2017-11-18 19:00:00,Saturday,19:00,2.28,3.28,3.35,1,1,2017/2018,Guingamp,Angers,DRAW,HOME,DRAW,0,1,0
2017-11-18 19:00:00,Saturday,19:00,2.14,3.77,3.22,2,1,2017/2018,Strasbourg,Rennes,HOME,HOME,AWAY,1,0,0
2017-11-18 19:00:00,Saturday,19:00,1.82,4.9,3.46,0,0,2017/2018,Toulouse,Metz,DRAW,HOME,AWAY,0,0,1
2017-11-18 16:00:00,Saturday,16:00,1.12,22.11,9.97,4,1,2017/2018,Paris SG,Nantes,HOME,HOME,AWAY,1,0,0
2017-11-17 19:45:00,Friday,19:45,5.93,1.61,4.05,1,1,2017/2018,Amiens,Monaco,DRAW,AWAY,HOME,0,0,1
2017-11-17 18:00:00,Friday,18:00,2.21,3.63,3.22,3,1,2017/2018,Lille,St Etienne,HOME,HOME,AWAY,1,0,0
2017-11-05 20:00:00,Sunday,20:00,3.5,2.16,3.46,0,5,2017/2018,St Etienne,Lyon,AWAY,AWAY,HOME,1,0,0
2017-11-05 16:00:00,Sunday,16:00,1.55,6.65,4.12,5,0,2017/2018,Marseille,Caen,HOME,HOME,AWAY,1,0,0
2017-11-05 16:00:00,Sunday,16:00,3.09,2.44,3.27,0,3,2017/2018,Metz,Lille,AWAY,AWAY,DRAW,1,0,0
2017-11-05 14:00:00,Sunday,14:00,1.94,4.21,3.51,1,0,2017/2018,Nice,Dijon,HOME,HOME,AWAY,1,0,0
2017-11-04 19:00:00,Saturday,19:00,1.43,7.45,4.92,6,0,2017/2018,Monaco,Guingamp,HOME,HOME,AWAY,1,0,0
2017-11-04 19:00:00,Saturday,19:00,1.7,6.24,3.46,1,1,2017/2018,Montpellier,Amiens,DRAW,HOME,AWAY,0,0,1
2017-11-04 19:00:00,Saturday,19:00,1.98,4.68,3.14,2,1,2017/2018,Nantes,Toulouse,HOME,HOME,AWAY,1,0,0
2017-11-04 19:00:00,Saturday,19:00,2.81,2.61,3.33,3,0,2017/2018,Troyes,Strasbourg,HOME,AWAY,DRAW,0,0,1
2017-11-04 16:00:00,Saturday,16:00,10.79,1.28,6.31,0,5,2017/2018,Angers,Paris SG,AWAY,AWAY,HOME,1,0,0
2017-11-03 19:45:00,Friday,19:45,3.32,2.34,3.21,1,0,2017/2018,Rennes,Bordeaux,HOME,AWAY,HOME,0,1,0
2017-10-29 20:00:00,Sunday,20:00,3.26,2.25,3.5,0,1,2017/2018,Lille,Marseille,AWAY,AWAY,DRAW,1,0,0
2017-10-29 16:00:00,Sunday,16:00,2.38,3.35,3.11,0,0,2017/2018,Toulouse,St Etienne,DRAW,HOME,AWAY,0,0,1
2017-10-29 14:00:00,Sunday,14:00,1.17,15.18,8.35,2,0,2017/2018,Lyon,Metz,HOME,HOME,AWAY,1,0,0
2017-10-28 19:00:00,Saturday,19:00,1.7,5.67,3.63,1,0,2017/2018,Caen,Troyes,HOME,HOME,AWAY,1,0,0
2017-10-28 19:00:00,Saturday,19:00,2.69,2.86,3.12,1,0,2017/2018,Dijon,Nantes,HOME,HOME,DRAW,1,0,0
2017-10-28 19:00:00,Saturday,19:00,1.89,4.74,3.31,1,1,2017/2018,Guingamp,Amiens,DRAW,HOME,AWAY,0,0,1
2017-10-28 19:00:00,Saturday,19:00,2.03,4.33,3.14,0,1,2017/2018,Montpellier,Rennes,AWAY,HOME,AWAY,0,1,0
2017-10-28 19:00:00,Saturday,19:00,2.93,2.54,3.26,2,2,2017/2018,Strasbourg,Angers,DRAW,AWAY,DRAW,0,1,0
2017-10-28 16:00:00,Saturday,16:00,2.55,2.79,3.46,0,2,2017/2018,Bordeaux,Monaco,AWAY,HOME,DRAW,0,0,1
2017-10-27 19:45:00,Friday,19:45,1.15,17.84,9.17,3,0,2017/2018,Paris SG,Nice,HOME,HOME,AWAY,1,0,0
2017-10-22 20:00:00,Sunday,20:00,8.35,1.34,5.75,2,2,2017/2018,Marseille,Paris SG,DRAW,AWAY,HOME,0,0,1
2017-10-22 16:00:00,Sunday,16:00,6.12,1.55,4.31,0,5,2017/2018,Troyes,Lyon,AWAY,AWAY,HOME,1,0,0
2017-10-22 14:00:00,Sunday,14:00,1.72,5.1,3.78,1,2,2017/2018,Nice,Strasbourg,AWAY,HOME,AWAY,0,1,0
2017-10-21 19:00:00,Saturday,19:00,5.99,1.63,3.83,1,0,2017/2018,Amiens,Bordeaux,HOME,AWAY,HOME,0,1,0
2017-10-21 19:00:00,Saturday,19:00,2.0,4.15,3.33,0,1,2017/2018,Angers,Toulouse,AWAY,HOME,AWAY,0,1,0
2017-10-21 19:00:00,Saturday,19:00,2.7,2.74,3.26,1,2,2017/2018,Metz,Dijon,AWAY,HOME,DRAW,0,0,1
2017-10-21 19:00:00,Saturday,19:00,2.25,3.6,3.15,2,1,2017/2018,Nantes,Guingamp,HOME,HOME,AWAY,1,0,0
2017-10-21 19:00:00,Saturday,19:00,2.16,3.71,3.25,1,0,2017/2018,Rennes,Lille,HOME,HOME,AWAY,1,0,0
2017-10-21 16:00:00,Saturday,16:00,1.38,8.22,5.01,2,0,2017/2018,Monaco,Caen,HOME,HOME,AWAY,1,0,0
2017-10-20 19:45:00,Friday,19:45,2.15,3.89,3.16,0,1,2017/2018,St Etienne,Montpellier,AWAY,HOME,AWAY,0,1,0
2017-10-15 20:00:00,Sunday,20:00,4.15,1.93,3.6,3,3,2017/2018,Strasbourg,Marseille,DRAW,AWAY,HOME,0,0,1
2017-10-15 16:00:00,Sunday,16:00,2.71,2.84,3.16,2,0,2017/2018,Montpellier,Nice,HOME,HOME,DRAW,1,0,0
2017-10-15 14:00:00,Sunday,14:00,1.65,5.85,3.74,1,1,2017/2018,Bordeaux,Nantes,DRAW,HOME,AWAY,0,0,1
2017-10-14 19:00:00,Saturday,19:00,1.66,5.53,3.82,2,2,2017/2018,Lille,Troyes,DRAW,HOME,AWAY,0,0,1
2017-10-14 19:00:00,Saturday,19:00,1.62,6.09,3.91,3,1,2017/2018,St Etienne,Metz,HOME,HOME,AWAY,1,0,0
2017-10-14 19:00:00,Saturday,19:00,2.44,3.24,3.11,0,2,2017/2018,Caen,Angers,AWAY,HOME,AWAY,0,1,0
2017-10-14 19:00:00,Saturday,19:00,2.12,3.62,3.41,2,0,2017/2018,Guingamp,Rennes,HOME,HOME,AWAY,1,0,0
2017-10-14 19:00:00,Saturday,19:00,1.86,5.13,3.28,1,0,2017/2018,Toulouse,Amiens,HOME,HOME,AWAY,1,0,0
2017-10-14 16:00:00,Saturday,16:00,20.16,1.14,8.66,1,2,2017/2018,Dijon,Paris SG,AWAY,AWAY,HOME,1,0,0
2017-10-13 19:45:00,Friday,19:45,1.97,3.53,4.1,3,2,2017/2018,Lyon,Monaco,HOME,HOME,DRAW,1,0,0
2017-10-01 20:00:00,Sunday,20:00,2.41,2.89,3.72,2,4,2017/2018,Nice,Marseille,AWAY,HOME,DRAW,0,0,1
2017-10-01 16:00:00,Sunday,16:00,3.26,2.19,3.71,3,3,2017/2018,Angers,Lyon,DRAW,AWAY,DRAW,0,1,0
2017-10-01 14:00:00,Sunday,14:00,3.66,2.15,3.49,2,1,2017/2018,Troyes,St Etienne,HOME,AWAY,HOME,0,1,0
2017-09-30 19:00:00,Saturday,19:00,2.17,3.53,3.41,1,1,2017/2018,Dijon,Strasbourg,DRAW,HOME,AWAY,0,0,1
2017-09-30 19:00:00,Saturday,19:00,1.87,4.63,3.47,1,1,2017/2018,Guingamp,Toulouse,DRAW,HOME,AWAY,0,0,1
2017-09-30 19:00:00,Saturday,19:00,1.61,6.39,3.83,1,0,2017/2018,Nantes,Metz,HOME,HOME,AWAY,1,0,0
2017-09-30 19:00:00,Saturday,19:00,1.88,4.7,3.41,0,1,2017/2018,Rennes,Caen,AWAY,HOME,AWAY,0,1,0
2017-09-30 16:00:00,Saturday,16:00,1.15,17.3,8.91,6,2,2017/2018,Paris SG,Bordeaux,HOME,HOME,AWAY,1,0,0
2017-09-29 19:45:00,Friday,19:45,1.33,9.42,5.48,1,1,2017/2018,Monaco,Montpellier,DRAW,HOME,AWAY,0,0,1
2017-09-24 20:00:00,Sunday,20:00,1.55,6.58,4.15,2,0,2017/2018,Marseille,Toulouse,HOME,HOME,AWAY,1,0,0
2017-09-24 16:00:00,Sunday,16:00,2.59,3.1,3.05,1,2,2017/2018,Strasbourg,Nantes,AWAY,HOME,AWAY,0,1,0
2017-09-24 14:00:00,Sunday,14:00,2.27,3.35,3.18,2,2,2017/2018,St Etienne,Rennes,DRAW,HOME,AWAY,0,0,1
2017-09-23 19:00:00,Saturday,19:00,1.69,5.37,3.82,3,1,2017/2018,Bordeaux,Guingamp,HOME,HOME,AWAY,1,0,0
2017-09-23 19:00:00,Saturday,19:00,1.95,4.55,3.26,1,0,2017/2018,Caen,Amiens,HOME,HOME,AWAY,1,0,0
2017-09-23 19:00:00,Saturday,19:00,1.33,9.18,5.57,3,3,2017/2018,Lyon,Dijon,DRAW,HOME,AWAY,0,0,1
2017-09-23 19:00:00,Saturday,19:00,2.13,3.72,3.33,0,1,2017/2018,Metz,Troyes,AWAY,HOME,AWAY,0,1,0
2017-09-23 16:00:00,Saturday,16:00,14.28,1.23,6.43,0,0,2017/2018,Montpellier,Paris SG,DRAW,AWAY,HOME,0,0,1
2017-09-22 19:45:00,Friday,19:45,4.77,1.71,4.2,0,4,2017/2018,Lille,Monaco,AWAY,AWAY,HOME,1,0,0
2017-09-22 18:00:00,Friday,18:00,1.79,5.02,3.52,2,2,2017/2018,Nice,Angers,DRAW,HOME,AWAY,0,0,1
2017-09-17 20:00:00,Sunday,20:00,1.17,15.42,8.79,2,0,2017/2018,Paris SG,Lyon,HOME,HOME,AWAY,1,0,0
2017-09-17 16:00:00,Sunday,16:00,1.55,6.77,4.07,0,1,2017/2018,Angers,Metz,AWAY,HOME,AWAY,0,1,0
2017-09-17 16:00:00,Sunday,16:00,2.37,3.12,3.39,0,1,2017/2018,Rennes,Nice,AWAY,HOME,DRAW,0,0,1
2017-09-17 14:00:00,Sunday,14:00,3.5,2.15,3.47,0,2,2017/2018,Amiens,Marseille,AWAY,AWAY,HOME,1,0,0
2017-09-16 19:00:00,Saturday,19:00,2.74,2.81,3.16,0,1,2017/2018,Dijon,St Etienne,AWAY,HOME,DRAW,0,0,1
2017-09-16 19:00:00,Saturday,19:00,2.06,3.89,3.38,1,0,2017/2018,Guingamp,Lille,HOME,HOME,AWAY,1,0,0
2017-09-16 19:00:00,Saturday,19:00,1.99,4.43,3.24,1,0,2017/2018,Nantes,Caen,HOME,HOME,AWAY,1,0,0
2017-09-16 19:00:00,Saturday,19:00,2.98,2.56,3.16,0,1,2017/2018,Troyes,Montpellier,AWAY,AWAY,DRAW,1,0,0
2017-09-16 16:00:00,Saturday,16:00,1.26,11.76,6.31,3,0,2017/2018,Monaco,Strasbourg,HOME,HOME,AWAY,1,0,0
2017-09-15 19:45:00,Friday,19:45,3.11,2.48,3.19,0,1,2017/2018,Toulouse,Bordeaux,AWAY,AWAY,DRAW,1,0,0
2017-09-10 20:00:00,Sunday,20:00,1.57,5.92,4.3,1,3,2017/2018,Marseille,Rennes,AWAY,HOME,AWAY,0,1,0
2017-09-10 16:00:00,Sunday,16:00,1.41,7.79,4.95,2,1,2017/2018,Lyon,Guingamp,HOME,HOME,AWAY,1,0,0
2017-09-10 14:00:00,Sunday,14:00,2.12,3.94,3.17,1,1,2017/2018,St Etienne,Angers,DRAW,HOME,AWAY,0,0,1
2017-09-09 19:00:00,Saturday,19:00,1.88,4.58,3.47,2,1,2017/2018,Caen,Dijon,HOME,HOME,AWAY,1,0,0
2017-09-09 19:00:00,Saturday,19:00,2.22,3.78,3.12,0,1,2017/2018,Montpellier,Nantes,AWAY,HOME,AWAY,0,1,0
2017-09-09 19:00:00,Saturday,19:00,2.01,4.06,3.39,0,1,2017/2018,Strasbourg,Amiens,AWAY,HOME,AWAY,0,1,0
2017-09-09 19:00:00,Saturday,19:00,2.89,2.61,3.23,0,0,2017/2018,Troyes,Toulouse,DRAW,AWAY,DRAW,0,1,0
2017-09-09 16:00:00,Saturday,16:00,4.61,1.76,3.94,4,0,2017/2018,Nice,Monaco,HOME,AWAY,HOME,0,1,0
2017-09-08 19:45:00,Friday,19:45,28.98,1.11,10.98,1,5,2017/2018,Metz,Paris SG,AWAY,AWAY,HOME,1,0,0
2017-09-08 18:00:00,Friday,18:00,2.78,2.67,3.29,0,0,2017/2018,Lille,Bordeaux,DRAW,AWAY,DRAW,0,1,0
2017-08-27 20:00:00,Sunday,20:00,1.6,5.57,4.35,6,1,2017/2018,Monaco,Marseille,HOME,HOME,AWAY,1,0,0
2017-08-27 16:00:00,Sunday,16:00,2.13,3.76,3.31,1,1,2017/2018,Angers,Lille,DRAW,HOME,AWAY,0,0,1
2017-08-27 14:00:00,Sunday,14:00,1.78,4.86,3.77,2,0,2017/2018,Guingamp,Strasbourg,HOME,HOME,AWAY,1,0,0
2017-08-26 19:00:00,Saturday,19:00,3.17,2.51,3.14,3,0,2017/2018,Amiens,Nice,HOME,AWAY,HOME,0,1,0
2017-08-26 19:00:00,Saturday,19:00,1.41,8.13,5.1,2,1,2017/2018,Bordeaux,Troyes,HOME,HOME,AWAY,1,0,0
2017-08-26 19:00:00,Saturday,19:00,1.81,4.77,3.7,1,0,2017/2018,Caen,Metz,HOME,HOME,AWAY,1,0,0
2017-08-26 19:00:00,Saturday,19:00,2.57,2.96,3.2,2,1,2017/2018,Dijon,Montpellier,HOME,HOME,DRAW,1,0,0
2017-08-26 19:00:00,Saturday,19:00,2.28,3.46,3.23,3,2,2017/2018,Toulouse,Rennes,HOME,HOME,AWAY,1,0,0
2017-08-26 16:15:00,Saturday,16:15,3.62,2.2,3.42,0,0,2017/2018,Nantes,Lyon,DRAW,AWAY,HOME,0,0,1
2017-08-25 19:45:00,Friday,19:45,1.09,29.12,13.64,3,0,2017/2018,Paris SG,St Etienne,HOME,HOME,AWAY,1,0,0
2017-08-20 20:00:00,Sunday,20:00,1.08,31.6,11.66,6,2,2017/2018,Paris SG,Toulouse,HOME,HOME,AWAY,1,0,0
2017-08-20 16:00:00,Sunday,16:00,1.68,5.61,3.77,1,1,2017/2018,Marseille,Angers,DRAW,HOME,AWAY,0,0,1
2017-08-20 14:00:00,Sunday,14:00,1.75,5.07,3.74,0,2,2017/2018,Lille,Caen,AWAY,HOME,AWAY,0,1,0
2017-08-19 19:00:00,Saturday,19:00,1.98,4.16,3.4,1,1,2017/2018,Montpellier,Strasbourg,DRAW,HOME,AWAY,0,0,1
2017-08-19 19:00:00,Saturday,19:00,1.88,4.5,3.5,2,0,2017/2018,Nice,Guingamp,HOME,HOME,AWAY,1,0,0
2017-08-19 19:00:00,Saturday,19:00,1.74,4.99,3.77,2,2,2017/2018,Rennes,Dijon,DRAW,HOME,AWAY,0,0,1
2017-08-19 19:00:00,Saturday,19:00,1.62,6.43,3.75,3,0,2017/2018,St Etienne,Amiens,HOME,HOME,AWAY,1,0,0
2017-08-19 19:00:00,Saturday,19:00,2.54,3.0,3.19,0,1,2017/2018,Troyes,Nantes,AWAY,HOME,DRAW,0,0,1
2017-08-19 16:00:00,Saturday,16:00,1.68,5.12,4.0,3,3,2017/2018,Lyon,Bordeaux,DRAW,HOME,AWAY,0,0,1
2017-08-18 19:45:00,Friday,19:45,8.87,1.35,5.45,0,1,2017/2018,Metz,Monaco,AWAY,AWAY,HOME,1,0,0
2017-08-13 20:00:00,Sunday,20:00,12.91,1.24,6.23,0,3,2017/2018,Guingamp,Paris SG,AWAY,AWAY,HOME,1,0,0
2017-08-13 16:00:00,Sunday,16:00,6.52,1.5,4.41,1,4,2017/2018,Dijon,Monaco,AWAY,AWAY,HOME,1,0,0
2017-08-13 14:00:00,Sunday,14:00,3.63,2.09,3.5,3,0,2017/2018,Strasbourg,Lille,HOME,AWAY,HOME,0,1,0
2017-08-12 19:00:00,Saturday,19:00,3.09,2.53,3.06,0,2,2017/2018,Amiens,Angers,AWAY,AWAY,HOME,1,0,0
2017-08-12 19:00:00,Saturday,19:00,1.4,8.16,4.7,2,0,2017/2018,Bordeaux,Metz,HOME,HOME,AWAY,1,0,0
2017-08-12 19:00:00,Saturday,19:00,3.0,2.58,3.07,0,1,2017/2018,Caen,St Etienne,AWAY,AWAY,DRAW,1,0,0
2017-08-12 19:00:00,Saturday,19:00,2.33,3.41,3.13,1,0,2017/2018,Toulouse,Montpellier,HOME,HOME,AWAY,1,0,0
2017-08-12 16:00:00,Saturday,16:00,3.06,2.45,3.23,0,1,2017/2018,Nantes,Marseille,AWAY,AWAY,DRAW,1,0,0
2017-08-11 19:45:00,Friday,19:45,3.65,2.03,3.54,1,2,2017/2018,Rennes,Lyon,AWAY,AWAY,HOME,1,0,0
2017-08-11 18:00:00,Friday,18:00,1.5,6.98,4.23,1,2,2017/2018,Nice,Troyes,AWAY,HOME,AWAY,0,1,0
2017-08-06 20:00:00,Sunday,20:00,1.29,10.9,5.63,3,0,2017/2018,Marseille,Dijon,HOME,HOME,AWAY,1,0,0
2017-08-06 16:00:00,Sunday,16:00,2.46,3.23,3.08,2,2,2017/2018,Angers,Bordeaux,DRAW,HOME,AWAY,0,0,1
2017-08-06 14:00:00,Sunday,14:00,2.12,3.87,3.23,3,0,2017/2018,Lille,Nantes,HOME,HOME,AWAY,1,0,0
2017-08-05 19:00:00,Saturday,19:00,1.34,9.22,5.38,4,0,2017/2018,Lyon,Strasbourg,HOME,HOME,AWAY,1,0,0
2017-08-05 19:00:00,Saturday,19:00,2.99,2.49,3.26,1,3,2017/2018,Metz,Guingamp,AWAY,AWAY,DRAW,1,0,0
2017-08-05 19:00:00,Saturday,19:00,1.82,4.74,3.57,1,0,2017/2018,Montpellier,Caen,HOME,HOME,AWAY,1,0,0
2017-08-05 19:00:00,Saturday,19:00,2.4,3.27,3.14,1,0,2017/2018,St Etienne,Nice,HOME,HOME,AWAY,1,0,0
2017-08-05 19:00:00,Saturday,19:00,2.92,2.62,3.14,1,1,2017/2018,Troyes,Rennes,DRAW,AWAY,DRAW,0,1,0
2017-08-05 16:15:00,Saturday,16:15,1.09,31.75,11.57,2,0,2017/2018,Paris SG,Amiens,HOME,HOME,AWAY,1,0,0
2017-08-04 19:45:00,Friday,19:45,1.3,10.91,5.57,3,2,2017/2018,Monaco,Toulouse,HOME,HOME,AWAY,1,0,0
2017-05-28 20:00:00,Sunday,20:00,1.63,5.38,3.95,0,0,2016/2017,Lorient,Troyes ,DRAW,HOME,AWAY,0,0,1
2017-05-25 19:45:00,Thursday,19:45,2.57,2.85,3.19,2,1,2016/2017,Troyes,Lorient ,HOME,HOME,DRAW,1,0,0
2017-05-20 20:00:00,Saturday,20:00,1.83,4.18,3.84,2,0,2016/2017,Angers,Montpellier,HOME,HOME,AWAY,1,0,0
2017-05-20 20:00:00,Saturday,20:00,1.43,7.14,4.8,1,0,2016/2017,Guingamp,Metz,HOME,HOME,AWAY,1,0,0
2017-05-20 20:00:00,Saturday,20:00,2.58,2.7,3.44,3,0,2016/2017,Lille,Nantes,HOME,HOME,DRAW,1,0,0
2017-05-20 20:00:00,Saturday,20:00,2.27,3.07,3.58,1,1,2016/2017,Lorient,Bordeaux,DRAW,HOME,DRAW,0,1,0
2017-05-20 20:00:00,Saturday,20:00,1.32,8.05,5.99,3,3,2016/2017,Lyon,Nice,DRAW,HOME,AWAY,0,0,1
2017-05-20 20:00:00,Saturday,20:00,1.33,9.09,5.56,1,0,2016/2017,Marseille,Bastia,HOME,HOME,AWAY,1,0,0
2017-05-20 20:00:00,Saturday,20:00,1.81,4.3,3.81,3,1,2016/2017,Nancy,St Etienne,HOME,HOME,AWAY,1,0,0
2017-05-20 20:00:00,Saturday,20:00,1.15,16.89,9.01,1,1,2016/2017,Paris SG,Caen,DRAW,HOME,AWAY,0,0,1
2017-05-20 20:00:00,Saturday,20:00,3.41,2.0,3.92,2,3,2016/2017,Rennes,Monaco,AWAY,AWAY,DRAW,1,0,0
2017-05-20 20:00:00,Saturday,20:00,2.35,3.29,3.13,0,0,2016/2017,Toulouse,Dijon,DRAW,HOME,AWAY,0,0,1
2017-05-17 20:00:00,Wednesday,20:00,1.15,16.9,8.62,2,0,2016/2017,Monaco,St Etienne,HOME,HOME,AWAY,1,0,0
2017-05-14 20:00:00,Sunday,20:00,3.72,2.02,3.54,2,0,2016/2017,Bastia,Lorient ,HOME,AWAY,HOME,0,1,0
2017-05-14 20:00:00,Sunday,20:00,2.36,2.99,3.47,1,1,2016/2017,Bordeaux,Marseille,DRAW,HOME,DRAW,0,1,0
2017-05-14 20:00:00,Sunday,20:00,1.73,5.14,3.71,0,1,2016/2017,Caen,Rennes,AWAY,HOME,AWAY,0,1,0
2017-05-14 20:00:00,Sunday,20:00,2.03,3.94,3.38,2,0,2016/2017,Dijon,Nancy,HOME,HOME,AWAY,1,0,0
2017-05-14 20:00:00,Sunday,20:00,2.68,2.72,3.29,1,1,2016/2017,Metz,Toulouse,DRAW,HOME,DRAW,0,1,0
2017-05-14 20:00:00,Sunday,20:00,1.14,18.43,9.09,4,0,2016/2017,Monaco,Lille,HOME,HOME,AWAY,1,0,0
2017-05-14 20:00:00,Sunday,20:00,3.68,2.0,3.68,1,3,2016/2017,Montpellier,Lyon,AWAY,AWAY,HOME,1,0,0
2017-05-14 20:00:00,Sunday,20:00,2.02,3.84,3.44,4,1,2016/2017,Nantes,Guingamp,HOME,HOME,AWAY,1,0,0
2017-05-14 20:00:00,Sunday,20:00,1.69,4.97,3.99,0,2,2016/2017,Nice,Angers,AWAY,HOME,AWAY,0,1,0
2017-05-14 20:00:00,Sunday,20:00,7.67,1.41,4.89,0,5,2016/2017,St Etienne,Paris SG,AWAY,AWAY,HOME,1,0,0
2017-05-07 20:00:00,Sunday,20:00,1.97,3.81,3.64,2,1,2016/2017,Marseille,Nice,HOME,HOME,AWAY,1,0,0
2017-05-07 16:00:00,Sunday,16:00,1.54,5.85,4.49,3,2,2016/2017,Lyon,Nantes,HOME,HOME,AWAY,1,0,0
2017-05-07 14:00:00,Sunday,14:00,2.25,3.43,3.26,1,0,2016/2017,Rennes,Montpellier,HOME,HOME,AWAY,1,0,0
2017-05-06 19:00:00,Saturday,19:00,2.16,3.44,3.41,4,0,2016/2017,Guingamp,Dijon,HOME,HOME,AWAY,1,0,0
2017-05-06 19:00:00,Saturday,19:00,1.61,5.55,4.15,0,2,2016/2017,Lille,Metz,AWAY,HOME,AWAY,0,1,0
2017-05-06 19:00:00,Saturday,19:00,2.17,3.34,3.5,1,1,2016/2017,Lorient,Angers,DRAW,HOME,DRAW,0,1,0
2017-05-06 19:00:00,Saturday,19:00,6.93,1.48,4.45,0,3,2016/2017,Nancy,Monaco,AWAY,AWAY,HOME,1,0,0
2017-05-06 19:00:00,Saturday,19:00,2.08,3.7,3.41,0,1,2016/2017,Toulouse,Caen,AWAY,HOME,AWAY,0,1,0
2017-05-06 16:00:00,Saturday,16:00,1.08,30.77,12.33,5,0,2016/2017,Paris SG,Bastia,HOME,HOME,AWAY,1,0,0
2017-05-05 19:45:00,Friday,19:45,2.6,2.91,3.13,2,2,2016/2017,St Etienne,Bordeaux,DRAW,HOME,DRAW,0,1,0
2017-04-30 20:00:00,Sunday,20:00,7.15,1.45,4.75,3,1,2016/2017,Nice,Paris SG,HOME,AWAY,HOME,0,1,0
2017-04-30 16:00:00,Sunday,16:00,3.23,2.22,3.54,0,0,2016/2017,Dijon,Bordeaux,DRAW,AWAY,DRAW,0,1,0
2017-04-30 14:00:00,Sunday,14:00,3.86,1.96,3.65,1,5,2016/2017,Caen,Marseille,AWAY,AWAY,HOME,1,0,0
2017-04-29 19:00:00,Saturday,19:00,3.72,2.12,3.3,1,0,2016/2017,Bastia,Rennes,HOME,AWAY,HOME,0,1,0
